CustomerID,Age,Gender,Region,Job,MaritalStatus,Dependents,ImmigrationStatus,Income,HouseholdIncome,CreditScore,DebtToIncomeRatio,HasDefaultedBefore,Class,BranchID,HistoryStart
104460,62,Female,Vancouver,Technician,Married,1,Work Permit,68300.0,133100.0,693,0.187665752641213,0,Basic,10060-016,2022-07-30
104461,55,Female,Langley,Software Developer,Single,0,Citizen,153700.0,153700.0,672,0.493242319550288,0,Advance,10680-016,2018-07-30
104462,58,Male,Kelowna,Technician,Married,2,Permanent Resident,51200.0,101300.0,684,0.658773394875772,0,Basic,10250-016,2022-03-30
104463,27,Female,Burnaby,Software Developer,Married,3,Citizen,151000.0,314600.0,769,0.161909379856319,0,Advance,00140-016,2016-05-30
104464,28,Female,Surrey,Doctor,Single,0,Permanent Resident,330100.0,330100.0,651,0.171067542754137,0,Premium,10200-016,2021-03-30
104465,53,Male,Surrey,Veterinarian,Married,3,Citizen,237800.0,435000.0,586,0.318112604844422,0,Premium,10200-016,2019-04-30
104466,53,Male,Surrey,Veterinarian,Married,2,Citizen,138700.0,285300.0,736,0.192266977650265,0,Advance,10200-016,2016-12-30
104467,74,Female,Vancouver,Technician,Married,3,Citizen,60500.0,111000.0,613,0.339216090182045,0,Basic,10030-016,2017-02-28
104468,46,Female,Vancouver,Doctor,Married,1,Citizen,304400.0,623700.0,669,0.0430001885873712,0,Premium,00050-016,2019-07-30
104469,54,Male,Vancouver,Engineer,Single,1,Citizen,145900.0,145900.0,722,0.119090405920418,0,Advance,10210-016,2016-01-30
104470,28,Female,Vancouver,Veterinarian,Divorced,0,Citizen,299500.0,585200.0,635,0.0370221407565879,0,Premium,10760-016,2016-02-29
104471,73,Male,Abbotsford,Engineer,Single,0,Permanent Resident,135700.0,135700.0,690,0.300431912010633,0,Advance,10670-016,2022-11-30
104472,33,Male,Kelowna,Technician,Married,0,Citizen,76300.0,138900.0,732,0.118598336729306,0,Basic,10250-016,2020-08-30
104473,37,Male,Maple Ridge,Veterinarian,Single,0,Work Permit,247000.0,247000.0,658,0.451171000955436,0,Premium,10690-016,2022-03-30
104474,37,Male,Langley,Nurse,Married,1,Permanent Resident,72200.0,146700.0,620,0.183169858763629,1,Basic,10680-016,2022-10-30
104475,64,Male,Kamloops,Technician,Widowed,0,Citizen,68900.0,118300.0,672,0.569010252723744,1,Basic,10460-016,2016-10-30
104476,74,Female,Coquitlam,Manager,Married,0,Citizen,167700.0,310100.0,571,0.566189124110963,0,Advance,10170-016,2017-06-30
104477,57,Male,Prince George,Engineer,Single,0,Citizen,108900.0,108900.0,589,0.255034748439746,0,Basic,10400-016,2019-02-28
104478,34,Male,Burnaby,Technician,Married,2,Citizen,58900.0,103100.0,594,0.50492323275687,0,Basic,10300-016,2017-10-30
104479,28,Female,Langford,Doctor,Single,0,Permanent Resident,207900.0,207900.0,689,0.096340052310489,0,Premium,10610-016,2021-08-30
104480,57,Male,Vancouver,Manager,Single,0,Citizen,215200.0,215200.0,696,0.0710475957633658,0,Premium,00280-016,2017-09-30
104481,68,Female,Chilliwack,Doctor,Married,1,Citizen,418000.0,742200.0,726,0.0289493907043001,0,Premium,10660-016,2019-05-30
104482,72,Female,Maple Ridge,Engineer,Married,0,Citizen,128800.0,247800.0,667,0.561251065913758,0,Advance,10690-016,2018-07-30
104483,30,Female,Victoria,Nurse,Married,3,Citizen,69700.0,118500.0,607,0.27484775200046,0,Basic,10580-016,2017-06-30
104484,53,Female,Coquitlam,Nurse,Single,0,Citizen,70700.0,70700.0,720,0.2208448809473,0,Basic,10170-016,2020-11-30
104485,32,Male,Langley,Manager,Married,3,Citizen,122200.0,231700.0,562,0.513096416920619,0,Advance,10680-016,2016-11-30
104486,29,Female,Kelowna,Technician,Married,1,Work Permit,62700.0,112000.0,602,0.378004609490255,0,Basic,10430-016,2021-08-30
104487,54,Female,Prince George,Engineer,Married,2,Citizen,75900.0,137000.0,638,0.384384250104367,0,Basic,10400-016,2015-05-30
104488,44,Male,Surrey,Nurse,Married,2,Citizen,88500.0,167700.0,561,0.161172158562785,0,Basic,10200-016,2015-11-30
104489,46,Female,Kelowna,Veterinarian,Single,0,Work Permit,245200.0,245200.0,622,0.0760585436605239,1,Basic,10430-016,2021-10-30
104490,29,Female,Chilliwack,Manager,Single,0,Citizen,135200.0,135200.0,616,0.412700975027041,0,Advance,10660-016,2017-10-30
104491,66,Male,Surrey,Software Developer,Divorced,0,Citizen,114800.0,204700.0,615,0.292927629522087,1,Basic,10200-016,2016-01-30
104492,43,Male,Kelowna,Technician,Single,0,Citizen,53800.0,53800.0,669,0.243300100590381,0,Basic,10250-016,2020-01-30
104493,25,Male,Richmond,Software Developer,Married,1,Citizen,175300.0,307400.0,620,0.241594019899238,0,Advance,10290-016,2018-08-30
104494,61,Male,New Westminster,Technician,Married,2,Citizen,75200.0,153600.0,768,0.281187994332939,0,Basic,10040-016,2015-09-30
104495,24,Male,Richmond,Engineer,Widowed,0,Citizen,137800.0,282300.0,675,0.133543556647123,0,Advance,10120-016,2019-05-30
104496,50,Male,Prince George,Manager,Single,0,Citizen,168100.0,168100.0,720,0.133526715819652,0,Advance,10400-016,2018-11-30
104497,62,Female,Langley,Doctor,Married,3,Citizen,353000.0,637300.0,742,0.184765060796721,0,Premium,10680-016,2020-10-30
104498,50,Female,Kamloops,Doctor,Single,0,Citizen,149000.0,149000.0,575,0.486090593325564,0,Advance,10460-016,2016-06-30
104499,55,Female,Abbotsford,Engineer,Married,2,Citizen,84100.0,151700.0,625,0.381828664584135,0,Basic,10670-016,2019-10-30
104500,55,Female,Burnaby,Software Developer,Single,0,Work Permit,91900.0,91900.0,718,0.0864490589067251,0,Basic,10730-016,2022-01-30
104501,49,Male,Burnaby,Doctor,Married,3,Permanent Resident,403800.0,730200.0,723,0.601444885318655,0,Premium,00140-016,2021-08-30
104502,34,Male,Langley,Manager,Married,2,Permanent Resident,143200.0,250100.0,655,0.272907301236169,0,Advance,10680-016,2021-09-30
104503,36,Male,Langley,Engineer,Widowed,0,Citizen,110600.0,221400.0,721,0.347767465442271,0,Advance,10680-016,2018-06-30
104504,44,Female,Vancouver,Engineer,Single,0,Citizen,89100.0,89100.0,693,0.0766579811002194,0,Basic,00020-016,2020-02-29
104505,65,Male,Abbotsford,Veterinarian,Married,1,Citizen,248700.0,445700.0,614,0.312545342899191,0,Premium,10670-016,2016-08-30
104506,47,Male,Nanaimo,Veterinarian,Single,0,Permanent Resident,182800.0,182800.0,680,0.376746962615859,0,Advance,10640-016,2022-04-30
104507,25,Female,Vancouver,Engineer,Married,0,Citizen,132800.0,242600.0,693,0.35513916652803,0,Advance,00090-016,2018-05-30
104508,47,Female,North Vancouver,Software Developer,Married,2,Permanent Resident,118100.0,210800.0,679,0.24705895071352,0,Advance,00500-016,2022-03-30
104509,61,Male,Vancouver,Engineer,Married,1,Work Permit,83500.0,142700.0,570,0.234129962401572,1,Basic,10760-016,2023-03-30
104510,30,Female,Prince George,Nurse,Married,0,Citizen,56900.0,106100.0,634,0.157909567102945,0,Basic,10400-016,2018-02-28
104511,26,Male,Langley,Technician,Married,1,Citizen,64600.0,130400.0,674,0.37345998156686,0,Basic,10680-016,2017-05-30
104512,53,Female,Langford,Nurse,Single,0,Citizen,62700.0,62700.0,688,0.296456368478192,0,Basic,10610-016,2020-02-29
104513,41,Female,Vancouver,Software Developer,Single,0,Citizen,144500.0,144500.0,579,0.229696273103549,0,Advance,10030-016,2018-08-30
104514,71,Male,Vancouver,Software Developer,Married,3,Citizen,70700.0,132000.0,651,0.293210953099008,0,Basic,10210-016,2019-09-30
104515,32,Female,Surrey,Veterinarian,Single,0,Citizen,191900.0,191900.0,566,0.136372899225532,0,Advance,10200-016,2020-08-30
104516,36,Female,North Vancouver,Engineer,Married,2,Citizen,79900.0,148700.0,628,0.747630778573399,0,Basic,10260-016,2017-08-30
104517,53,Female,Richmond,Manager,Married,0,Citizen,203800.0,403100.0,740,0.1320191993924,0,Premium,10290-016,2018-09-30
104518,49,Female,Kamloops,Veterinarian,Single,0,Permanent Resident,214000.0,214000.0,636,0.138456826225364,0,Premium,10460-016,2021-10-30
104519,43,Female,Surrey,Doctor,Married,1,Work Permit,381700.0,780300.0,588,0.48871626804791,1,Basic,10130-016,2021-06-30
104520,62,Male,Surrey,Doctor,Married,0,Permanent Resident,174200.0,342100.0,572,0.43548465200398,0,Advance,10200-016,2023-03-30
104521,38,Male,Vancouver,Doctor,Divorced,0,Citizen,440200.0,855200.0,715,0.197433757693202,0,Premium,10230-016,2017-02-28
104522,47,Female,Vancouver,Nurse,Single,0,Citizen,76400.0,76400.0,616,0.10664815052095,0,Basic,10060-016,2016-06-30
104523,65,Female,North Vancouver,Software Developer,Married,1,Citizen,81200.0,169400.0,664,0.638201661523542,1,Basic,00500-016,2017-04-30
104524,28,Male,Surrey,Technician,Single,0,Citizen,66200.0,66200.0,657,0.0992524560630937,0,Basic,10200-016,2019-11-30
104525,63,Male,Vancouver,Software Developer,Single,0,Citizen,183800.0,183800.0,652,0.138111936905742,0,Advance,10030-016,2018-02-28
104526,47,Female,Vancouver,Nurse,Married,2,Citizen,55700.0,115200.0,707,0.274560973784958,0,Basic,10230-016,2019-11-30
104527,46,Male,Kelowna,Doctor,Widowed,1,Citizen,257500.0,496400.0,731,0.424553475046772,0,Premium,10430-016,2015-07-30
104528,31,Female,Surrey,Technician,Married,0,Citizen,73400.0,129900.0,773,0.239876936920117,0,Basic,10200-016,2017-07-30
104529,66,Female,Burnaby,Technician,Married,2,Citizen,60000.0,114900.0,570,0.246397684841462,0,Basic,00140-016,2016-02-29
104530,40,Female,Richmond,Veterinarian,Married,1,Permanent Resident,168200.0,343700.0,584,0.44952598857885,0,Advance,10070-016,2022-01-30
104531,32,Male,Surrey,Engineer,Married,0,Work Permit,128900.0,267500.0,717,0.285938453409115,0,Advance,10130-016,2023-04-30
104532,34,Male,Vancouver,Manager,Married,2,Work Permit,98300.0,187100.0,617,0.217218692605296,1,Basic,00160-016,2022-08-30
104533,74,Male,Prince George,Technician,Single,0,Citizen,51500.0,51500.0,682,0.160558256265728,0,Basic,10400-016,2021-03-30
104534,29,Female,Surrey,Engineer,Widowed,0,Permanent Resident,78900.0,158300.0,695,0.155284998233531,0,Basic,10130-016,2021-06-30
104535,61,Female,Surrey,Manager,Widowed,0,Citizen,159600.0,326900.0,705,0.354479359811371,1,Basic,10200-016,2019-09-30
104536,25,Female,Langley,Engineer,Married,1,Citizen,148700.0,297700.0,583,0.363645582397408,1,Basic,10680-016,2018-05-30
104537,68,Female,Nanaimo,Software Developer,Single,0,Permanent Resident,169800.0,169800.0,612,0.173157530558267,0,Advance,10640-016,2020-12-30
104538,52,Male,Maple Ridge,Software Developer,Married,1,Citizen,114400.0,210500.0,686,0.261808741808947,0,Advance,10690-016,2021-03-30
104539,49,Female,Coquitlam,Veterinarian,Widowed,0,Work Permit,259500.0,530000.0,619,0.428196199425384,0,Premium,10170-016,2022-11-30
104540,32,Male,Vancouver,Manager,Widowed,0,Citizen,127700.0,229200.0,725,0.150183945960468,0,Advance,00280-016,2017-06-30
104541,64,Female,Nanaimo,Engineer,Married,3,Citizen,74500.0,151400.0,748,0.227497509174231,0,Basic,10640-016,2018-09-30
104542,22,Female,Vernon,Nurse,Single,1,Citizen,68100.0,68100.0,596,0.348636494800974,0,Basic,10420-016,2021-05-30
104543,70,Male,Abbotsford,Engineer,Widowed,0,Permanent Resident,97200.0,178000.0,688,0.424073881123948,0,Basic,10670-016,2021-02-28
104544,68,Female,Campbell River,Nurse,Single,0,Citizen,74400.0,74400.0,650,0.72410136012022,0,Basic,10650-016,2017-05-30
104545,73,Male,Richmond,Veterinarian,Widowed,0,Permanent Resident,142200.0,284300.0,590,0.222804809415126,0,Advance,10120-016,2022-03-30
104546,59,Male,Burnaby,Technician,Married,1,Citizen,50400.0,94800.0,614,0.359590832901868,0,Basic,00140-016,2020-11-30
104547,45,Male,Coquitlam,Veterinarian,Widowed,0,Citizen,291400.0,594000.0,685,0.0616224530519883,0,Premium,10170-016,2016-08-30
104548,68,Female,Burnaby,Veterinarian,Married,1,Permanent Resident,268800.0,470200.0,724,0.242830598686204,0,Premium,00140-016,2021-01-30
104549,52,Male,Langley,Technician,Married,3,Citizen,65800.0,118900.0,742,0.0581458075850086,0,Basic,10680-016,2016-03-30
104550,62,Female,Nanaimo,Technician,Divorced,0,Citizen,65000.0,115600.0,607,0.154205236579323,0,Basic,10640-016,2017-12-30
104551,67,Male,Richmond,Engineer,Single,0,Citizen,131200.0,131200.0,693,0.122537736832879,0,Advance,10070-016,2020-08-30
104552,71,Male,Coquitlam,Manager,Married,2,Citizen,95500.0,186900.0,683,0.235959146605884,0,Basic,10170-016,2021-05-30
104553,47,Female,Kelowna,Nurse,Single,0,Citizen,64900.0,64900.0,627,0.17957408178723,0,Basic,10430-016,2021-02-28
104554,70,Female,Vancouver,Engineer,Single,0,Citizen,62200.0,62200.0,600,0.242199967965546,0,Basic,10060-016,2017-03-30
104555,71,Female,Langford,Technician,Married,2,Permanent Resident,68900.0,128800.0,608,0.209220123349758,0,Basic,10610-016,2021-07-30
104556,26,Male,Coquitlam,Software Developer,Divorced,0,Citizen,151000.0,290100.0,607,0.420140735822239,0,Advance,10170-016,2020-05-30
104557,41,Male,Langley,Technician,Divorced,0,Permanent Resident,51000.0,98100.0,654,0.171635558961322,0,Basic,10680-016,2021-11-30
104558,73,Male,Surrey,Manager,Married,1,Citizen,187500.0,327700.0,684,0.294821739707722,0,Advance,10200-016,2021-03-30
104559,62,Female,Vancouver,Veterinarian,Married,1,Citizen,283200.0,493400.0,592,0.579561578209983,0,Premium,00090-016,2016-03-30
104560,32,Female,Vancouver,Technician,Divorced,0,Citizen,61300.0,113600.0,623,0.320500418763784,0,Basic,10100-016,2019-08-30
104561,54,Male,Vancouver,Doctor,Divorced,0,Citizen,264200.0,537100.0,612,0.25068574328783,0,Premium,10230-016,2018-12-30
104562,71,Male,Surrey,Manager,Widowed,0,Citizen,196400.0,355200.0,668,0.0491564540006835,0,Advance,10130-016,2018-06-30
104563,59,Male,Richmond,Software Developer,Single,0,Citizen,174600.0,174600.0,731,0.163244246429319,0,Advance,10120-016,2017-01-30
104564,48,Female,Kelowna,Nurse,Married,3,Citizen,85200.0,169400.0,716,0.197099636237943,0,Basic,10250-016,2020-04-30
104565,55,Female,Richmond,Technician,Divorced,0,Citizen,52300.0,106300.0,743,0.418857134308875,0,Basic,10290-016,2017-07-30
104566,36,Male,Richmond,Manager,Divorced,0,Citizen,155600.0,277200.0,713,0.294933350962094,0,Advance,10290-016,2020-12-30
104567,53,Male,White Rock,Nurse,Single,0,Permanent Resident,79600.0,79600.0,651,0.292401683683284,0,Basic,10570-016,2021-12-30
104568,42,Male,Abbotsford,Veterinarian,Widowed,0,Permanent Resident,263200.0,547200.0,648,0.436557760022696,0,Premium,10670-016,2022-10-30
104569,67,Female,New Westminster,Veterinarian,Married,1,Permanent Resident,85000.0,164600.0,664,0.315893404008014,0,Basic,10040-016,2023-01-30
104570,26,Female,Vancouver,Software Developer,Divorced,0,Citizen,157800.0,316200.0,682,0.465674234745867,0,Advance,10760-016,2017-05-30
104571,27,Male,North Vancouver,Doctor,Widowed,0,Work Permit,307900.0,634400.0,633,0.228543755516006,0,Premium,10260-016,2023-04-30
104572,59,Male,Abbotsford,Manager,Married,1,Permanent Resident,209500.0,398700.0,615,0.385380140455851,0,Premium,10670-016,2020-09-30
104573,43,Male,Kelowna,Veterinarian,Married,1,Citizen,103900.0,185200.0,584,0.110278318167707,0,Basic,10430-016,2019-10-30
104574,39,Female,Victoria,Veterinarian,Widowed,0,Permanent Resident,227000.0,428600.0,618,0.331630273898938,0,Premium,10600-016,2020-05-30
104575,35,Female,Nanaimo,Software Developer,Single,0,Citizen,113900.0,113900.0,614,0.218235109741649,0,Advance,10640-016,2019-10-30
104576,31,Female,Langley,Software Developer,Single,0,Citizen,168900.0,168900.0,724,0.317667454328842,0,Advance,10680-016,2019-12-30
104577,67,Male,Vancouver,Engineer,Married,0,Citizen,137300.0,269200.0,601,0.203943725929354,0,Advance,00280-016,2020-11-30
104578,34,Male,Abbotsford,Nurse,Married,2,Citizen,82500.0,152100.0,629,0.14002130057376,0,Basic,10670-016,2019-11-30
104579,52,Male,North Vancouver,Engineer,Widowed,0,Citizen,98300.0,187200.0,738,0.168832074433085,0,Basic,00500-016,2018-01-30
104580,51,Male,Langley,Software Developer,Widowed,0,Work Permit,157900.0,314700.0,776,0.313172781546901,0,Advance,10680-016,2023-03-30
104581,24,Female,West Vancouver,Technician,Single,0,Citizen,59100.0,59100.0,667,0.281997296548339,0,Basic,00510-016,2019-05-30
104582,51,Male,Vancouver,Doctor,Married,3,Citizen,282300.0,504100.0,730,0.156888323456405,0,Premium,10060-016,2021-02-28
104583,27,Male,Abbotsford,Veterinarian,Divorced,0,Citizen,104900.0,190200.0,572,0.138832396715605,0,Basic,10670-016,2021-05-30
104584,50,Male,Vancouver,Doctor,Divorced,0,Citizen,440500.0,832500.0,668,0.32634345653136,0,Premium,00110-016,2019-07-30
104585,29,Male,Vancouver,Engineer,Married,0,Work Permit,111900.0,190900.0,636,0.568045106079936,0,Advance,00020-016,2021-11-30
104586,65,Male,Surrey,Technician,Single,0,Citizen,61300.0,61300.0,681,0.160257198968942,0,Basic,10130-016,2017-08-30
104587,66,Male,Surrey,Engineer,Married,4,Citizen,98700.0,177700.0,615,0.596095239541098,0,Basic,10130-016,2020-12-30
104588,64,Female,Vancouver,Veterinarian,Married,0,Permanent Resident,135600.0,243100.0,688,0.318536137351436,0,Advance,10220-016,2023-01-30
104589,65,Male,Surrey,Doctor,Married,1,Citizen,266000.0,453100.0,624,0.126322942012077,1,Basic,10130-016,2020-06-30
104590,54,Female,Vancouver,Nurse,Married,0,Work Permit,64700.0,110300.0,687,0.111372316013166,0,Basic,00160-016,2022-08-30
104591,38,Male,Vancouver,Veterinarian,Married,2,Citizen,151100.0,312100.0,615,0.323706890833176,0,Advance,00090-016,2016-09-30
104592,69,Female,Vancouver,Doctor,Married,1,Citizen,357900.0,743300.0,612,0.207175933670963,0,Premium,10380-016,2018-09-30
104593,32,Male,Surrey,Doctor,Single,0,Permanent Resident,297000.0,297000.0,618,0.206638819749348,0,Premium,10200-016,2021-01-30
104594,34,Male,Prince George,Technician,Single,0,Citizen,61500.0,61500.0,625,0.199786174507769,0,Basic,10400-016,2019-07-30
104595,71,Female,Vancouver,Engineer,Married,2,Citizen,149400.0,274800.0,622,0.248883505794325,1,Basic,00160-016,2020-10-30
104596,32,Male,Surrey,Software Developer,Married,1,Permanent Resident,155900.0,297000.0,744,0.203583897874166,0,Advance,10130-016,2021-07-30
104597,52,Male,Nanaimo,Manager,Married,3,Citizen,213700.0,417700.0,613,0.587163344986118,0,Premium,10640-016,2017-06-30
104598,49,Female,Victoria,Software Developer,Single,0,Citizen,160300.0,160300.0,645,0.381096508058719,0,Advance,10580-016,2017-12-30
104599,65,Female,North Vancouver,Nurse,Married,1,Work Permit,80000.0,149400.0,674,0.262930644541812,0,Basic,00500-016,2023-01-30
104600,27,Female,Surrey,Nurse,Widowed,0,Citizen,70800.0,121000.0,632,0.0597973625393809,0,Basic,10200-016,2018-11-30
104601,62,Male,Nanaimo,Engineer,Married,1,Citizen,112000.0,214800.0,569,0.473099303084101,0,Advance,10640-016,2016-04-30
104602,37,Male,Kamloops,Software Developer,Married,1,Citizen,68100.0,126600.0,578,0.402800096976452,1,Basic,10460-016,2016-01-30
104603,25,Female,Vancouver,Technician,Divorced,0,Citizen,73100.0,134500.0,713,0.336315249752986,0,Basic,10230-016,2019-05-30
104604,56,Male,Maple Ridge,Engineer,Single,0,Permanent Resident,100200.0,100200.0,561,0.198758489368157,1,Basic,10690-016,2023-04-30
104605,69,Male,Vancouver,Engineer,Single,0,Citizen,102900.0,102900.0,633,0.076949123458382,0,Basic,00110-016,2018-09-30
104606,47,Male,Vancouver,Software Developer,Married,1,Citizen,78600.0,158400.0,734,0.180136955521081,0,Basic,10100-016,2016-02-29
104607,33,Male,Vancouver,Veterinarian,Married,3,Work Permit,157700.0,329300.0,733,0.296510806326057,0,Advance,00160-016,2022-06-30
104608,32,Male,Surrey,Manager,Married,0,Permanent Resident,108700.0,225000.0,583,0.140510302275863,0,Basic,10130-016,2020-11-30
104609,58,Female,Penticton,Nurse,Single,0,Citizen,77000.0,77000.0,681,0.432358146306939,0,Basic,01850-016,2018-04-30
104610,46,Female,Port Coquitlam,Doctor,Married,1,Citizen,165900.0,286500.0,672,0.362394737718059,0,Advance,10710-016,2018-01-30
104611,39,Male,Richmond,Technician,Married,1,Permanent Resident,66800.0,136200.0,635,0.342501625351696,0,Basic,10120-016,2021-05-30
104612,40,Female,Kelowna,Nurse,Divorced,0,Citizen,62300.0,127400.0,612,0.0244537388053498,0,Basic,10430-016,2015-08-30
104613,44,Male,Kamloops,Doctor,Married,1,Citizen,432000.0,774600.0,643,0.536437151080354,0,Premium,10460-016,2018-05-30
104614,59,Female,Vancouver,Engineer,Married,1,Citizen,113400.0,196600.0,788,0.210072936311433,0,Advance,00110-016,2018-05-30
104615,39,Male,Maple Ridge,Manager,Married,0,Citizen,100900.0,172900.0,602,0.385321924309444,0,Basic,10690-016,2019-12-30
104616,47,Male,Chilliwack,Engineer,Married,2,Work Permit,96300.0,188800.0,637,0.309913361715991,0,Basic,10660-016,2022-05-30
104617,27,Female,Maple Ridge,Manager,Single,0,Permanent Resident,198900.0,198900.0,637,0.428072196370038,0,Advance,10690-016,2022-03-30
104618,25,Female,Surrey,Software Developer,Married,1,Citizen,130400.0,245200.0,661,0.206447828556893,1,Basic,10130-016,2019-04-30
104619,65,Male,Coquitlam,Doctor,Married,3,Permanent Resident,400300.0,702000.0,609,0.30715296778243,0,Premium,10170-016,2022-04-30
104620,72,Male,Vancouver,Veterinarian,Single,0,Citizen,270100.0,270100.0,555,0.77033098561525,0,Premium,00090-016,2018-10-30
104621,50,Male,Vancouver,Nurse,Single,0,Citizen,57100.0,57100.0,690,0.166529949345731,0,Basic,10030-016,2015-06-30
104622,55,Female,Port Coquitlam,Engineer,Married,3,Permanent Resident,104400.0,188700.0,631,0.512881558903413,0,Basic,10710-016,2020-07-30
104623,38,Female,Vancouver,Manager,Single,1,Citizen,143500.0,143500.0,754,0.649973100047954,0,Advance,10030-016,2018-02-28
104624,64,Female,Vancouver,Manager,Married,1,Permanent Resident,186300.0,337500.0,605,0.119372299918152,0,Advance,10210-016,2021-03-30
104625,64,Male,Abbotsford,Engineer,Single,0,Citizen,135100.0,135100.0,569,0.337272429042557,0,Advance,10670-016,2017-10-30
104626,74,Male,Burnaby,Nurse,Widowed,0,Citizen,56300.0,96200.0,618,0.217820505146066,0,Basic,00140-016,2020-09-30
104627,37,Male,Surrey,Doctor,Single,0,Work Permit,353600.0,353600.0,686,0.230939674415087,0,Premium,10130-016,2021-11-30
104628,23,Male,Vancouver,Software Developer,Married,2,Citizen,139800.0,277200.0,708,0.290277334147563,0,Advance,00160-016,2020-12-30
104629,55,Female,Surrey,Software Developer,Married,1,Citizen,173900.0,330000.0,667,0.118583974709083,0,Advance,10200-016,2019-03-30
104630,29,Female,New Westminster,Technician,Married,3,Citizen,58000.0,112300.0,733,0.552876345975705,0,Basic,10040-016,2018-04-30
104631,34,Female,Abbotsford,Technician,Married,2,Permanent Resident,56300.0,111600.0,660,0.0676998803829582,0,Basic,10670-016,2020-06-30
104632,63,Male,Vancouver,Veterinarian,Divorced,0,Citizen,220600.0,383800.0,574,1.04611747663654,0,Premium,10080-016,2019-04-30
104633,29,Male,Langley,Technician,Single,0,Permanent Resident,64700.0,64700.0,651,0.262374366096482,0,Basic,10680-016,2023-02-28
104634,51,Female,Vancouver,Veterinarian,Widowed,1,Citizen,205000.0,366100.0,647,0.769313463394433,0,Premium,00090-016,2015-06-30
104635,53,Female,Prince George,Nurse,Single,0,Citizen,88600.0,88600.0,718,0.183861776865115,0,Basic,10400-016,2019-12-30
104636,57,Male,Campbell River,Doctor,Married,2,Work Permit,213100.0,385300.0,638,1.24678214618705,1,Basic,10650-016,2022-08-30
104637,68,Female,Coquitlam,Veterinarian,Married,3,Citizen,195300.0,410000.0,727,0.245568895270256,0,Advance,10170-016,2020-06-30
104638,51,Female,Surrey,Doctor,Single,0,Citizen,289700.0,289700.0,573,0.446780076899246,0,Premium,10200-016,2019-03-30
104639,22,Female,Burnaby,Technician,Single,0,Permanent Resident,66600.0,66600.0,648,0.157948845471936,0,Basic,10300-016,2023-03-30
104640,64,Male,Surrey,Technician,Widowed,0,Citizen,72200.0,129700.0,618,0.244156340836316,1,Basic,10200-016,2020-02-29
104641,60,Female,Chilliwack,Nurse,Married,3,Citizen,80700.0,155000.0,609,0.453614645776731,0,Basic,10660-016,2016-11-30
104642,38,Female,Vancouver,Technician,Married,4,Permanent Resident,77600.0,134300.0,579,0.135725334324303,0,Basic,10210-016,2023-02-28
104643,41,Female,Burnaby,Software Developer,Married,3,Permanent Resident,118200.0,230300.0,612,0.0707900915486163,0,Advance,00140-016,2021-04-30
104644,45,Male,Nanaimo,Engineer,Married,0,Citizen,67000.0,133100.0,691,0.570700009922148,0,Basic,10640-016,2018-09-30
104645,71,Female,Abbotsford,Software Developer,Single,1,Citizen,80900.0,80900.0,680,0.367006540483556,0,Basic,10670-016,2018-08-30
104646,43,Male,Surrey,Software Developer,Married,0,Work Permit,66700.0,121600.0,633,0.280056202369851,0,Basic,10130-016,2021-11-30
104647,50,Female,Surrey,Veterinarian,Divorced,0,Citizen,210000.0,437200.0,713,0.374727193521944,0,Premium,10200-016,2020-12-30
104648,43,Male,Kamloops,Veterinarian,Married,0,Citizen,110400.0,228500.0,590,0.207961863692136,0,Advance,10460-016,2019-04-30
104649,65,Male,Kamloops,Manager,Widowed,0,Citizen,115700.0,203400.0,620,0.339615567004787,0,Advance,10460-016,2017-07-30
104650,30,Male,Victoria,Engineer,Married,0,Citizen,138300.0,250400.0,662,0.170687753771527,0,Advance,10580-016,2015-05-30
104651,58,Female,Vancouver,Software Developer,Married,2,Permanent Resident,79200.0,164800.0,653,0.191609282720349,0,Basic,00280-016,2022-02-28
104652,31,Male,Prince George,Engineer,Married,0,Citizen,139700.0,239100.0,622,0.441692040182314,0,Advance,10400-016,2018-04-30
104653,57,Male,Kamloops,Software Developer,Single,0,Citizen,126900.0,126900.0,669,0.508646075846712,0,Advance,10460-016,2020-02-29
104654,58,Male,Kelowna,Nurse,Married,3,Work Permit,76900.0,153200.0,563,0.48465484954424,0,Basic,10250-016,2022-02-28
104655,49,Male,Richmond,Nurse,Divorced,0,Permanent Resident,73400.0,141200.0,579,0.422270266565814,0,Basic,10290-016,2020-11-30
104656,49,Female,Port Coquitlam,Technician,Divorced,0,Citizen,54200.0,95400.0,726,1.15444405206271,0,Basic,10710-016,2019-05-30
104657,63,Male,Vancouver,Nurse,Divorced,0,Citizen,85600.0,158900.0,618,0.239674647024439,1,Basic,10210-016,2019-03-30
104658,64,Female,Nanaimo,Engineer,Married,0,Permanent Resident,97600.0,175900.0,628,0.181351738461418,0,Basic,10640-016,2021-11-30
104659,42,Female,Vernon,Manager,Single,0,Work Permit,91200.0,91200.0,623,0.476781162331409,0,Basic,10420-016,2021-07-30
104660,45,Male,Surrey,Technician,Divorced,0,Citizen,53500.0,110900.0,661,0.61051975106196,1,Basic,10200-016,2018-12-30
104661,63,Female,Richmond,Veterinarian,Single,0,Citizen,328900.0,328900.0,726,0.244014591164062,0,Premium,10070-016,2020-12-30
104662,61,Female,Surrey,Software Developer,Married,1,Citizen,155000.0,288700.0,684,0.11254574418994,0,Advance,10200-016,2016-07-30
