CustomerID,NumOpenAccounts,NumClosedAccounts,NumLatePayments,AvgAccountAgeMonths,CreditUtilization,LoanToValue,NumMortgages,TotalDebt,RecurringPayment,NumHardInquiries
105662,4,10,1,46,0.74,1.1,3,167852.41,2056.99,7
105663,2,3,1,105,0.93,1.49,3,191002.68,1462.42,3
105664,2,0,2,130,0.31,1.3,0,63034.18,2463.61,7
105665,10,10,4,115,0.82,0.94,2,119360.11,1687.61,0
105666,4,10,3,149,0.66,1.27,1,24011.34,1770.38,6
105667,5,4,2,97,0.13,1.22,2,83357.3,767.15,8
105668,12,9,1,25,0.32,0.4,3,102698.05,1399.39,8
105669,4,9,0,119,0.21,0.73,2,75830.49,1599.79,8
105670,4,1,1,174,0.98,0.85,5,75704.19,443.7,8
105671,4,0,5,158,0.95,1.49,0,112627.15,1413.06,3
105672,9,7,2,111,0.11,0.53,4,196527.55,2142.54,1
105673,5,5,2,100,0.39,0.74,3,98412.91,765.13,9
105674,2,9,4,183,0.74,0.84,3,199514.85,2424.04,3
105675,5,7,4,202,0.39,1.35,0,167232.68,2367.67,0
105676,3,0,2,119,0.52,0.44,3,194927.79,1223.1,6
105677,5,3,2,189,0.57,1.0,0,46224.36,1975.79,7
105678,1,7,2,153,0.3,1.23,0,6454.38,895.93,2
105679,14,10,2,126,0.9,1.12,0,116342.34,939.43,6
105680,4,5,0,153,0.36,0.9,2,90234.86,213.75,5
105681,2,3,0,55,0.96,0.39,3,45483.59,908.16,8
105682,13,2,2,133,0.49,0.43,4,144211.25,493.2,4
105683,2,8,0,29,0.14,0.82,3,81606.48,601.94,1
105684,7,10,4,123,0.58,1.11,5,82114.03,1192.94,8
105685,9,0,2,20,0.86,1.13,4,164863.89,123.47,5
105686,15,5,1,92,0.76,0.86,5,108346.15,1632.66,8
105687,5,7,1,149,0.9,1.41,2,157788.33,631.08,0
105688,10,5,3,124,0.24,0.38,3,140583.83,2352.56,9
105689,14,3,3,126,0.26,1.03,5,141522.9,1640.12,7
105690,6,1,0,33,0.79,0.33,1,103620.6,548.21,7
105691,3,2,1,233,0.11,1.29,2,102313.6,2294.83,6
105692,5,0,3,206,0.25,0.95,3,157115.72,2211.13,5
105693,1,9,1,233,0.98,0.65,1,46389.93,1722.6,7
105694,6,8,2,209,0.48,0.78,1,184560.83,1034.46,2
105695,6,4,3,137,0.2,1.2,0,10810.19,185.28,7
105696,1,1,3,17,0.1,1.16,4,86928.22,2165.46,5
105697,3,6,0,235,0.72,1.24,3,57182.12,1030.07,10
105698,15,2,0,233,0.84,0.91,3,2730.59,1535.42,6
105699,4,1,2,54,0.32,0.51,5,150299.1,568.9,3
105700,15,0,4,209,0.8,0.63,1,64562.71,702.21,10
105701,10,8,3,63,0.58,0.62,3,31461.98,1596.21,6
105702,15,8,1,181,0.18,1.22,2,10328.02,1474.86,2
105703,11,1,0,159,0.94,1.37,5,36058.74,1990.9,6
105704,1,5,2,197,0.44,1.25,3,71508.94,859.8,2
105705,2,3,4,87,0.55,1.5,3,44352.6,1767.96,8
105706,8,4,0,185,0.37,0.63,2,179123.48,2122.76,0
105707,9,2,1,91,0.91,1.03,2,78737.32,1415.87,0
105708,1,0,2,33,0.9,0.39,4,46868.36,441.83,7
105709,9,5,5,207,0.62,0.81,1,64784.71,403.02,7
105710,1,1,1,10,0.88,0.39,4,124158.79,1396.79,10
105711,2,9,1,53,0.92,0.51,3,143101.22,1974.58,9
105712,8,3,4,106,0.9,0.83,3,144117.16,960.42,9
105713,9,10,2,74,0.32,0.94,5,58128.07,2179.26,8
105714,3,6,4,82,0.52,1.4,0,187159.38,2226.31,3
105715,13,8,6,130,0.96,0.61,3,31681.0,1457.3,3
105716,5,9,3,78,0.26,1.45,4,42870.02,1855.83,9
105717,14,2,1,194,0.3,0.33,2,44489.74,296.47,7
105718,15,4,2,15,0.92,1.28,4,130170.07,1300.48,9
105719,6,2,2,178,0.89,1.14,1,178557.73,2257.2,3
105720,9,0,2,8,0.39,0.44,3,130203.58,1596.2,7
105721,4,6,1,167,0.94,1.03,4,103085.11,578.95,6
105722,9,6,3,18,0.51,0.99,3,12206.56,2468.82,5
105723,13,9,1,208,0.17,0.57,0,45633.04,2099.27,9
105724,5,5,0,217,0.4,0.96,0,94662.65,1906.1,8
105725,11,6,0,60,0.2,1.37,5,70844.02,1558.14,0
105726,14,1,2,125,0.24,1.06,2,182518.23,1447.1,0
105727,7,9,2,20,0.62,1.05,4,103495.64,1801.64,6
105728,12,4,3,121,0.53,0.45,3,79433.35,511.72,1
105729,7,9,2,223,0.54,1.39,0,180843.73,1601.77,1
105730,14,4,0,81,0.29,0.84,1,9096.4,1332.78,6
105731,15,6,5,87,0.2,1.38,2,138962.9,594.16,10
105732,2,2,3,10,0.29,1.46,0,159554.69,1650.16,6
105733,14,0,4,68,0.49,1.41,3,54406.66,2441.1,3
105734,14,0,0,135,0.45,0.83,0,132439.48,729.02,6
105735,4,10,2,37,0.22,0.69,5,41443.61,389.71,1
105736,13,10,0,175,0.6,0.95,1,166170.73,1452.2,0
105737,13,3,2,186,0.97,0.79,5,9318.69,1369.55,4
105738,14,7,2,225,0.62,1.18,3,147401.46,1706.54,8
105739,8,3,0,30,0.12,0.94,1,36108.26,808.73,4
105740,12,4,0,177,0.15,0.81,4,193562.18,1591.11,8
105741,15,3,0,195,0.17,0.64,5,160332.56,700.09,0
105742,2,0,2,230,0.31,0.98,2,6114.63,1572.77,3
105743,14,2,3,219,0.46,1.39,1,177525.65,936.11,3
105744,3,0,1,30,0.35,1.12,0,106150.91,587.76,2
105745,2,7,2,199,0.45,1.26,2,104130.3,1043.25,6
105746,6,3,3,206,0.37,0.43,3,91981.93,318.16,3
105747,4,7,2,12,0.68,0.39,3,67616.63,1901.68,0
105748,13,8,7,134,0.98,0.95,2,123478.3,1656.53,0
105749,3,6,3,29,0.74,0.75,3,152156.22,491.39,4
105750,9,10,2,113,0.31,0.59,3,190391.29,1155.94,10
105751,2,6,2,41,0.91,0.31,4,163017.06,1953.8,7
105752,12,0,1,53,0.75,1.14,3,97085.33,1070.07,5
105753,10,9,0,54,0.25,1.49,1,89683.76,1114.78,3
105754,4,9,1,203,0.63,0.82,3,178058.46,1374.74,3
105755,9,1,3,69,0.95,0.71,3,45386.17,2259.84,8
105756,14,6,1,100,0.78,0.76,0,13442.37,2235.64,5
105757,3,8,0,72,0.3,0.38,1,199215.78,305.16,1
105758,5,0,0,26,0.31,1.4,2,178539.31,1343.77,4
105759,2,0,1,221,0.91,0.32,1,100152.41,177.95,10
105760,4,2,2,201,0.56,0.93,5,117374.94,1806.65,2
105761,14,4,3,113,0.18,0.43,2,198574.28,591.45,1
105762,5,5,2,209,0.4,0.9,4,33349.82,2132.12,1
105763,10,7,3,45,0.28,0.92,0,39205.89,2217.75,0
105764,1,8,2,219,0.38,0.43,0,115313.29,1725.76,7
105765,8,0,1,116,0.16,0.43,3,53392.07,1868.47,0
105766,7,5,0,233,0.72,1.06,2,150453.93,1385.85,10
105767,5,9,5,117,0.57,0.54,5,14546.16,1681.76,1
105768,1,8,3,168,0.48,0.49,0,158115.07,1927.69,6
105769,10,1,2,90,0.62,1.4,0,91315.35,2230.68,10
105770,3,1,2,172,0.87,1.41,4,99250.7,1745.88,4
105771,2,3,2,141,0.93,0.35,1,125374.42,2304.2,3
105772,14,7,0,178,0.72,1.0,2,174250.3,518.59,8
105773,11,7,2,105,0.2,0.32,3,23472.4,2264.55,7
105774,15,9,3,119,0.19,0.95,5,178545.86,1115.76,5
105775,9,7,3,41,0.64,1.4,5,169646.49,1090.08,9
105776,4,9,1,110,0.74,0.75,2,78742.63,1321.45,8
105777,9,6,2,208,0.73,0.75,1,69796.24,707.33,10
105778,1,9,5,104,0.52,1.21,1,28819.24,363.57,5
105779,5,9,4,101,0.54,1.25,0,102526.78,110.53,10
105780,4,8,2,62,0.59,0.81,2,191250.49,2033.57,3
105781,7,1,3,117,0.7,0.83,3,78741.08,2151.26,4
105782,10,10,2,170,0.66,0.72,3,198306.94,585.52,6
105783,6,1,1,18,0.76,0.39,4,105460.65,1732.76,3
105784,12,8,1,119,0.47,1.37,3,91307.11,1434.25,4
105785,1,9,1,14,0.97,1.46,1,40891.84,1844.07,9
105786,11,5,2,38,0.35,0.62,0,126882.36,1370.28,2
105787,3,2,2,100,0.97,0.64,2,137669.6,903.18,3
105788,8,0,3,127,0.18,1.24,2,88464.25,385.8,5
105789,5,10,0,55,0.27,0.96,2,162379.72,1275.59,8
105790,14,7,2,31,0.27,1.02,3,47779.0,568.54,5
105791,11,4,2,18,0.61,0.93,4,101781.68,1066.65,5
105792,15,2,0,150,0.2,0.39,0,160822.6,1041.84,4
105793,14,1,2,228,0.43,1.08,2,1172.77,886.88,6
105794,7,1,0,33,0.7,0.91,1,42847.25,1524.98,8
105795,8,7,2,182,0.57,1.16,1,26023.38,454.98,6
105796,7,4,1,46,0.91,1.21,0,13918.45,1692.21,0
105797,12,9,3,150,0.77,1.39,5,176647.52,1763.36,4
105798,12,2,1,78,0.32,0.57,5,25454.58,126.57,8
105799,2,9,1,106,0.94,0.45,1,29478.16,2041.79,5
105800,8,3,5,227,0.92,0.96,4,123302.42,2415.83,0
105801,10,5,1,169,0.28,1.31,2,20427.11,162.03,4
105802,9,10,2,78,0.68,0.84,0,49431.95,1351.65,6
105803,4,5,4,217,0.23,1.39,5,81568.9,1340.7,3
105804,13,0,5,80,0.51,0.6,0,123269.27,106.42,1
105805,9,0,2,239,0.41,0.48,1,114297.38,1911.51,6
105806,4,3,1,205,0.23,0.66,1,189737.85,2052.21,2
105807,10,6,1,114,0.11,1.15,0,110576.46,353.99,4
105808,12,0,4,183,0.73,0.65,1,143332.93,104.64,9
105809,9,1,3,209,0.71,1.21,0,196815.71,927.89,8
105810,3,0,0,215,0.23,1.22,1,153918.2,1946.41,10
105811,10,1,1,131,0.18,0.91,0,44360.73,2382.15,1
105812,6,5,2,74,0.65,0.47,5,151739.74,922.09,7
105813,6,2,1,171,0.97,1.24,3,118005.03,2008.15,10
105814,13,6,2,36,0.41,0.51,3,59509.16,1863.01,0
105815,14,0,5,8,0.51,1.18,1,178779.19,1400.9,6
105816,6,7,3,123,0.76,1.05,3,120974.38,1297.25,7
105817,1,2,1,196,0.85,0.57,5,101609.9,1867.34,0
105818,14,5,2,163,0.46,1.0,1,116076.65,2133.23,2
105819,2,4,4,28,0.32,1.42,2,43087.99,1125.21,0
105820,4,5,3,99,0.36,0.46,5,162893.52,321.59,0
105821,12,0,3,196,0.37,0.85,4,26225.65,102.13,10
105822,14,4,3,180,0.89,1.02,1,11549.9,2141.71,2
105823,3,7,1,203,0.59,0.73,5,112066.55,1069.0,1
105824,14,6,1,152,0.35,1.25,2,114122.68,1492.73,0
105825,6,5,1,98,0.24,1.01,0,83056.42,1453.15,2
105826,10,1,4,121,0.35,1.12,1,102180.6,2459.04,5
105827,6,5,3,96,0.86,1.31,1,22378.78,1898.91,3
105828,4,1,2,113,0.12,1.26,4,162990.3,1144.39,2
105829,6,2,3,49,0.71,0.69,1,129404.66,168.47,5
105830,14,0,4,212,0.46,0.61,2,87160.63,2103.63,1
105831,7,2,2,159,0.15,1.37,0,19294.68,2460.06,7
105832,9,3,1,196,0.12,1.33,2,124310.66,539.35,5
105833,2,7,5,27,0.29,0.36,1,62895.91,121.6,3
105834,2,10,2,17,0.73,1.08,0,124009.0,624.69,5
105835,4,9,3,41,0.55,1.43,4,19902.57,887.62,6
105836,1,1,2,208,0.44,0.64,5,103145.63,2021.45,6
105837,10,5,0,208,0.47,1.34,0,4514.88,622.24,8
105838,12,10,2,89,0.7,1.35,4,86244.51,1753.38,8
105839,10,9,1,97,0.83,1.37,2,73893.39,1101.33,9
105840,13,5,3,111,0.35,1.35,1,68744.55,2219.25,7
105841,2,1,1,203,0.57,0.31,4,170422.58,669.96,1
105842,3,5,3,220,0.94,0.92,1,55151.67,1272.37,2
105843,1,0,0,58,0.4,1.27,5,133402.38,1467.39,6
105844,12,2,3,26,0.89,0.37,0,96294.82,380.02,7
105845,4,10,2,131,0.65,0.8,3,183328.28,2369.23,9
105846,2,3,1,77,0.86,0.3,0,110643.92,2349.08,9
105847,10,8,2,219,0.45,0.5,5,156709.02,1865.81,10
105848,13,1,2,109,0.37,0.78,0,44316.42,995.33,10
105849,11,9,2,183,0.71,0.97,0,69087.8,605.52,7
105850,13,8,3,91,0.47,0.49,4,85867.22,384.65,9
105851,4,6,3,115,0.21,0.74,3,177584.91,2103.16,0
105852,2,6,0,161,0.34,0.74,5,96409.92,1749.15,9
105853,3,7,1,101,0.75,1.11,5,134402.9,1034.32,6
105854,14,1,2,49,0.83,0.44,1,161831.41,1441.83,7
105855,12,5,4,227,0.75,1.39,4,111894.85,1264.08,10
105856,5,3,3,150,0.12,0.97,1,67735.6,2301.38,9
105857,2,1,0,130,0.78,0.7,2,138144.01,2030.41,4
105858,3,4,2,225,0.76,0.95,4,3564.76,1415.79,7
105859,5,4,1,107,0.18,0.38,1,194632.26,1100.92,7
105860,10,0,2,232,0.18,1.18,4,135975.49,1411.84,3
105861,5,10,3,99,0.5,0.58,5,144691.55,1503.21,5
105862,9,9,0,187,0.77,0.63,1,27954.85,2336.78,0
105863,12,7,4,38,0.67,1.45,0,156181.31,1115.02,10
105864,8,8,3,146,0.99,0.45,1,105638.8,1211.84,9
105865,3,6,0,73,0.27,1.27,0,33269.7,1012.14,4
105866,3,7,2,68,0.31,0.35,2,195376.29,475.2,5
105867,1,10,3,151,0.43,1.38,2,33692.09,682.82,10
105868,15,6,6,38,0.24,0.91,3,193093.3,1162.71,7
105869,7,6,3,105,0.32,1.48,3,184728.12,2398.12,0
105870,8,3,4,202,0.91,0.38,3,163063.26,1612.6,0
105871,4,7,3,202,0.35,1.49,5,33715.02,1839.44,3
105872,8,6,3,182,0.16,0.45,2,30074.33,562.26,10
105873,3,6,4,36,0.57,0.36,3,51407.63,1479.68,2
105874,5,3,1,126,0.14,0.99,4,192499.54,1745.62,9
105875,12,7,1,41,0.14,1.28,2,10370.99,2278.78,2
105876,4,9,0,202,0.48,0.6,3,62124.39,350.69,10
105877,2,3,1,161,0.24,1.08,4,35560.07,1237.54,9
105878,13,6,2,123,0.84,1.03,1,193423.29,149.09,7
105879,4,8,1,66,0.4,0.39,5,40717.18,2315.24,2
105880,2,0,1,49,0.24,1.44,0,148757.07,592.41,9
105881,4,7,0,218,0.3,0.7,3,27518.54,2491.38,2
105882,7,6,2,130,0.13,1.14,4,99389.55,2336.94,6
105883,2,1,3,165,0.46,1.08,1,52129.34,593.07,5
105884,6,1,2,87,0.83,1.15,4,190496.23,298.98,10
105885,9,1,0,18,0.83,0.7,1,180609.4,1494.65,6
105886,3,1,1,157,0.36,1.15,5,57846.44,1018.56,0
105887,10,3,3,19,0.56,0.77,2,53762.19,2474.51,5
105888,13,8,3,74,0.8,0.33,0,147611.73,1042.15,9
105889,1,9,2,113,0.47,0.57,1,124002.87,543.14,9
105890,9,3,1,175,0.13,1.26,4,191103.54,1081.37,5
105891,15,2,4,119,0.38,0.51,5,56772.6,2471.43,0
105892,5,0,3,210,0.99,1.34,2,157641.05,887.14,7
105893,11,1,1,41,0.93,1.29,2,44279.7,114.94,3
105894,4,1,3,12,0.88,0.39,0,141807.49,2496.5,4
105895,2,0,3,134,0.41,0.79,5,192254.52,1022.4,6
105896,13,2,1,53,0.21,0.41,3,190846.31,1919.23,5
105897,13,5,1,138,0.98,0.33,0,27654.92,850.11,7
105898,8,8,1,119,0.62,0.81,1,182560.23,1601.73,6
105899,6,1,5,217,0.8,0.88,5,44139.72,1472.57,6
105900,14,1,4,217,0.71,0.95,2,140565.14,650.25,1
105901,15,0,1,34,0.11,0.57,2,145959.83,623.79,5
105902,13,0,2,63,0.53,1.22,4,26446.52,2465.69,3
105903,1,2,2,9,0.98,0.64,5,11679.62,2227.92,4
105904,11,3,0,233,0.4,1.43,4,61219.32,1586.05,7
105905,3,3,2,209,0.25,1.2,1,141441.12,2054.27,8
105906,2,5,1,45,0.38,1.11,4,198379.64,2055.25,0
105907,6,6,1,235,0.26,0.47,5,38353.1,2319.0,4
105908,11,3,0,62,0.7,0.4,0,10605.32,2453.74,4
105909,10,9,0,79,0.24,0.4,0,162765.43,713.26,6
105910,6,5,4,161,0.6,0.46,1,199872.41,109.81,1
105911,2,8,4,128,0.93,0.4,0,188220.02,1099.86,8
105912,10,1,0,119,0.75,1.2,3,13088.04,1794.69,4
105913,15,6,1,192,0.52,0.85,3,72434.42,1845.84,0
105914,7,7,1,162,0.33,0.49,5,61101.34,638.68,8
105915,15,10,3,235,0.99,0.9,5,21244.4,1547.17,9
105916,14,6,5,174,0.7,1.44,5,69821.31,2284.83,0
105917,2,9,0,191,0.86,0.82,4,94551.25,2334.58,2
105918,9,8,2,29,0.43,0.64,5,73292.68,400.81,1
105919,10,6,2,237,0.46,1.4,3,105928.28,2279.83,2
105920,5,7,2,188,0.28,0.67,3,41583.7,924.24,9
105921,6,2,3,44,0.96,1.02,1,21140.55,1279.15,8
105922,12,9,4,109,0.28,0.32,1,96315.41,1573.66,2
105923,3,0,1,75,0.61,1.14,3,135886.41,826.34,4
105924,11,10,0,172,0.26,1.29,3,187662.43,1739.14,8
105925,4,10,2,234,0.59,0.47,4,124727.96,832.95,0
105926,2,1,1,235,0.15,1.13,4,175839.73,1026.28,2
105927,15,7,0,128,0.93,0.33,0,156827.42,441.32,8
105928,9,4,1,95,0.61,0.87,5,134382.44,679.35,1
105929,3,5,3,239,0.13,0.56,4,126254.76,641.87,5
105930,12,4,0,74,0.65,1.25,3,111683.79,1861.33,9
105931,14,10,2,115,0.46,1.25,1,66098.23,2247.79,8
105932,6,6,2,159,0.86,1.23,0,26350.54,1719.23,9
105933,9,5,2,205,0.12,1.22,4,61135.63,1278.51,6
105934,4,9,2,122,0.76,1.03,0,146558.98,179.7,5
105935,2,1,1,35,0.64,1.02,3,168308.8,2142.68,2
105936,5,2,0,83,0.16,0.69,4,20448.77,1922.1,10
105937,15,0,2,105,0.75,0.53,5,88069.47,2177.26,8
105938,5,5,1,77,0.61,0.65,5,33778.63,2320.24,9
105939,3,4,5,176,0.49,0.79,3,38291.72,390.72,0
105940,10,0,4,72,0.18,0.84,3,182950.23,596.02,7
105941,6,7,0,206,0.94,1.49,3,172784.81,1420.67,0
105942,6,8,0,96,0.81,0.61,5,129366.47,2016.77,0
105943,11,5,0,222,0.86,1.19,5,161470.13,2170.06,6
105944,11,0,1,70,0.36,1.37,0,39845.47,327.67,8
105945,5,9,4,229,0.68,1.06,0,143405.07,1724.01,2
105946,7,3,1,176,0.75,0.41,5,97771.57,677.63,3
105947,4,9,2,63,0.9,1.18,3,101494.85,2089.64,2
105948,11,0,0,74,0.73,0.77,4,89633.88,2145.81,5
105949,11,0,3,126,0.78,1.48,3,18953.26,263.31,8
105950,1,9,6,195,0.3,1.15,1,199177.23,2499.64,1
105951,2,8,2,145,0.58,0.78,3,7462.65,347.52,0
105952,3,0,2,78,0.44,1.25,5,15862.13,793.59,9
105953,15,3,6,127,0.88,1.03,0,154579.55,1171.61,8
105954,4,10,1,185,0.8,1.11,3,162513.62,246.1,3
105955,7,9,4,237,0.44,0.53,2,66725.58,1437.9,10
105956,13,10,2,230,0.8,1.06,3,195169.87,1403.28,1
105957,13,4,2,11,0.36,1.15,0,6681.89,603.94,10
105958,12,5,2,85,0.89,1.27,2,150570.69,1752.94,0
105959,4,10,0,172,0.74,0.88,2,12736.23,771.39,4
105960,8,5,1,206,0.46,0.9,1,141496.1,2466.61,3
105961,3,10,3,163,0.38,0.73,4,65540.06,1892.87,9
105962,6,3,3,63,0.21,1.23,4,35732.39,1951.13,10
105963,9,0,2,77,0.49,1.07,1,10481.15,151.01,10
105964,1,7,1,225,0.83,1.1,0,122069.86,2146.93,0
105965,6,7,5,136,0.53,0.93,4,88669.31,241.13,6
105966,11,8,3,237,0.72,0.95,2,47693.91,1681.4,1
105967,8,10,1,13,0.24,1.29,3,141022.97,1674.0,3
105968,7,8,2,125,0.66,1.48,5,179611.69,1357.16,3
105969,15,5,1,18,0.85,1.12,5,134331.69,2340.62,8
105970,2,5,3,149,0.12,0.38,0,40430.49,1982.53,3
105971,9,1,1,151,0.69,0.55,3,41648.45,368.87,0
105972,2,7,1,22,0.28,0.79,5,171657.49,2238.21,2
105973,7,6,1,199,0.81,1.15,1,190197.09,1113.98,6
105974,10,3,3,31,0.64,0.69,2,64812.51,1843.12,0
105975,8,7,1,9,0.27,0.88,4,125883.65,1779.52,6
105976,2,2,3,37,0.28,0.98,1,134147.16,395.53,9
105977,13,6,2,90,0.42,0.52,3,43745.56,151.41,4
105978,3,2,2,229,0.86,0.68,1,186777.45,1290.39,8
105979,14,2,0,176,0.98,0.43,2,83567.37,2056.76,10
105980,15,8,3,109,0.89,1.05,1,92937.75,2388.06,8
105981,12,10,4,162,0.99,1.4,3,35247.35,1028.38,2
105982,2,5,6,126,0.27,0.98,4,155138.59,1333.5,5
105983,10,7,0,39,0.41,0.41,2,93989.36,2091.44,4
105984,7,7,4,170,0.51,1.29,0,199658.74,586.4,6
105985,5,7,1,126,0.16,0.58,4,145452.48,1408.91,5
105986,4,4,2,70,0.9,0.67,3,118283.2,563.81,2
105987,8,9,1,134,0.33,0.52,5,113547.35,1819.38,9
105988,11,10,4,54,0.49,0.68,0,199227.12,1024.24,9
105989,4,3,2,30,0.49,1.26,0,123900.12,1795.76,6
105990,9,8,2,159,0.68,0.97,1,35537.18,1895.22,4
105991,2,4,3,34,0.5,1.44,4,38100.33,357.84,1
105992,5,9,4,31,0.62,1.39,2,28356.77,1189.77,3
105993,1,10,0,105,0.76,1.46,0,77802.92,204.35,1
105994,8,3,1,112,0.54,0.5,3,115021.72,1577.62,1
105995,14,2,3,123,0.93,1.11,4,121107.2,1539.46,9
105996,12,6,3,216,0.61,1.39,0,174840.21,337.15,7
105997,9,10,2,184,0.41,0.99,2,112467.49,1325.69,7
105998,7,7,2,28,0.22,1.14,0,187900.31,2373.33,0
105999,7,8,1,180,0.87,1.09,5,27884.13,1509.82,4
106000,2,3,0,189,0.23,0.73,2,171957.23,784.36,5
106001,1,1,0,164,0.3,1.02,0,70772.33,1530.04,3
106002,4,5,0,111,0.28,0.79,1,191880.55,1468.4,7
106003,11,3,3,66,0.31,1.07,1,52130.88,1804.21,5
106004,9,6,4,115,0.57,0.82,1,15683.27,2356.79,9
106005,9,10,4,77,0.21,0.76,5,90833.94,1270.69,5
106006,3,3,0,214,0.82,1.18,0,100422.76,924.23,0
106007,5,10,1,36,0.1,1.43,4,81073.57,920.27,2
106008,15,7,0,95,0.91,0.33,3,154864.13,2493.75,4
106009,14,5,1,232,0.43,0.81,3,67661.97,1192.58,7
106010,7,6,2,53,0.52,0.81,1,113286.59,435.12,8
106011,1,6,4,158,0.15,0.54,0,78287.25,1229.55,9
106012,15,6,2,201,0.89,1.26,4,193494.12,1480.96,2
106013,5,4,1,219,0.25,0.75,4,75479.47,1188.96,10
106014,5,5,4,103,0.46,0.5,4,2973.22,1669.4,2
106015,6,6,4,115,0.54,0.69,1,146748.82,2416.42,9
106016,15,1,0,104,0.99,0.5,3,114982.12,2146.53,10
106017,10,4,4,70,0.14,1.4,4,8697.56,1756.33,10
106018,3,4,1,140,0.37,0.88,3,74143.66,846.65,6
106019,3,9,0,126,0.57,0.84,4,179169.05,447.68,0
106020,8,9,1,79,0.62,0.51,0,141119.36,1006.35,7
106021,9,3,2,169,0.9,1.35,1,34786.03,1080.4,10
106022,14,6,4,222,0.45,0.51,5,115295.29,2211.85,9
106023,14,8,0,99,0.68,1.3,0,17344.12,270.0,5
106024,5,4,0,131,0.51,0.93,3,166151.52,712.04,2
106025,8,6,4,220,0.95,0.42,0,157063.66,215.56,1
106026,6,5,2,33,0.51,0.34,3,57009.05,600.06,1
106027,2,8,1,128,0.32,0.54,1,173240.23,116.83,0
106028,12,6,5,74,0.11,1.36,3,23014.39,770.26,2
106029,9,5,0,90,0.71,1.14,4,1078.26,1248.72,5
106030,12,6,1,189,0.17,1.17,3,108804.13,2127.92,4
106031,9,6,2,50,0.61,0.56,2,178284.32,1563.21,2
106032,15,10,0,176,0.42,1.0,5,15481.74,1924.15,7
106033,2,7,2,159,0.59,1.08,0,14567.9,161.92,3
106034,3,6,0,153,0.85,0.94,0,145325.35,1159.25,5
106035,2,3,1,17,0.54,1.34,2,164015.15,1930.77,10
106036,15,0,3,31,0.48,1.02,4,93679.19,628.56,6
106037,14,8,4,155,0.38,1.04,2,119891.56,1716.92,7
106038,8,1,2,143,0.91,0.89,0,52254.74,375.89,10
106039,8,10,1,197,0.79,1.04,2,158539.92,137.0,2
106040,10,5,1,33,0.64,1.27,4,167003.29,1392.63,3
106041,12,7,3,6,0.34,0.84,5,29532.99,773.51,1
106042,3,0,1,198,0.19,1.1,4,6348.09,1449.34,6
106043,15,8,3,15,0.87,1.2,1,98554.01,770.4,7
106044,3,9,1,46,0.59,1.46,3,182616.09,1856.26,6
106045,10,10,0,104,0.29,1.11,4,171725.54,1115.24,7
106046,15,4,1,139,0.7,0.9,3,108306.57,1144.6,0
106047,2,2,1,6,0.22,1.05,3,98689.81,956.65,9
106048,4,8,1,192,0.49,0.37,0,94639.18,2304.31,1
106049,13,2,0,149,0.73,0.86,1,167041.67,324.01,10
106050,10,0,5,220,0.14,0.32,5,47537.3,959.33,3
106051,1,4,2,150,0.14,0.35,2,121210.66,320.55,7
106052,13,0,1,101,0.48,0.43,3,184636.75,1330.42,10
106053,3,5,2,64,0.44,0.79,2,80785.97,2186.3,6
106054,8,7,4,123,0.17,1.18,3,35095.08,1748.78,5
106055,7,7,0,217,0.66,0.33,4,93607.62,1313.55,8
106056,14,5,5,38,0.37,0.68,4,195869.22,2120.69,3
106057,7,6,2,24,0.58,0.91,0,71735.81,560.85,7
106058,3,6,1,156,0.2,1.16,5,2901.29,780.19,3
106059,3,2,1,123,0.86,1.11,0,128726.27,833.57,6
106060,7,1,1,147,0.61,0.69,3,54748.01,1702.78,7
106061,9,8,2,98,0.24,1.02,3,132409.17,1487.21,3
106062,13,10,1,127,0.95,0.55,4,170457.07,1203.5,1
106063,6,5,2,87,0.4,0.55,0,168419.6,629.7,7
106064,1,5,6,200,0.3,1.22,5,18693.07,2080.2,8
106065,7,4,0,181,0.31,0.91,3,30058.16,1464.27,6
106066,12,0,0,48,0.7,0.73,2,66967.19,684.97,1
106067,9,5,1,179,0.4,1.36,1,89794.32,412.53,8
106068,7,4,3,176,0.52,0.84,4,119547.41,2437.51,4
106069,4,8,2,76,0.11,1.19,1,140973.48,1484.29,4
106070,12,8,2,68,0.67,0.54,4,195351.74,1982.87,5
106071,12,5,2,195,0.31,0.32,5,82514.56,551.72,8
106072,5,1,2,195,0.95,0.55,4,63241.54,1124.61,7
106073,14,2,1,232,0.3,1.14,3,83700.85,1540.08,9
106074,4,1,4,48,0.24,0.58,4,175722.91,805.77,5
106075,7,4,0,44,0.23,1.34,4,176160.34,255.33,9
106076,6,10,1,41,0.89,0.61,0,185808.07,1450.6,2
106077,2,3,4,238,0.33,0.83,0,22491.91,829.48,9
106078,10,0,1,60,0.89,1.42,3,117398.17,1531.29,2
106079,7,6,3,202,0.95,0.92,2,68225.73,1430.48,0
106080,10,2,1,184,0.94,1.34,0,178493.47,1375.98,2
106081,13,5,2,196,0.51,1.01,0,139285.94,252.08,2
106082,2,2,3,43,0.46,1.4,4,147494.44,1110.66,0
106083,8,9,5,178,0.65,1.04,1,8357.27,969.6,6
106084,14,9,3,186,1.0,1.49,5,176442.52,1160.43,5
106085,1,10,4,150,0.31,0.97,0,82395.25,1485.07,1
106086,11,9,5,22,0.12,0.88,2,48631.1,2242.72,6
