ApplicationID,CustomerID,ApplicationDate,DecisionDate,LoanPurpose,LoanAmount,LoanTermMonths,InterestRate,Approved,Status,IsFraudApp,FraudReason,ApplicationLocation,ApplicationDeviceID
218666,100099,2024-02-03,2024-02-24,Wedding,6000,48,11.14,0,NotApproved,0,,Port Coquitlam,dvc_75661
218667,103024,2023-08-21,2023-09-15,Emergency,2000,60,11.19,0,NotApproved,0,,Langley,dvc_93875
218668,103797,2024-11-22,2024-12-10,Debt consolidation,2000,36,10.98,0,NotApproved,0,,Burnaby,dvc_10958
218669,108432,2024-05-13,2024-05-30,Car Loan,3000,60,11.49,0,NotApproved,0,,Penticton,dvc_96321
218670,103425,2024-03-18,2024-04-02,Debt consolidation,19000,24,13.59,1,Active,0,,Abbotsford,dvc_96146
218671,104668,2023-09-10,2023-10-01,Wedding,12000,60,11.75,1,Active,0,,Chilliwack,dvc_66352
218672,105398,2024-10-06,2024-10-27,Home renovation,31000,12,15.97,0,NotApproved,0,,White Rock,dvc_56725
218673,106115,2024-08-17,2024-09-06,Car Loan,13000,60,11.08,1,Active,0,,Kelowna,dvc_48728
218674,101357,2024-08-04,2024-08-28,Home renovation,13000,24,12.26,1,Active,1,Location,Penticton,dvc_40319
218675,102372,2023-11-01,2023-11-21,Wedding,23000,12,11.91,0,NotApproved,0,,Richmond,dvc_40503
218676,107771,2023-10-29,2023-11-19,Debt consolidation,16000,24,11.91,1,Active,0,,Vancouver,dvc_55097
218677,100273,2023-12-12,2024-01-05,Home renovation,12000,12,11.85,0,NotApproved,0,,Surrey,dvc_94016
218678,108917,2024-06-14,2024-06-29,Wedding,10000,48,12.72,0,NotApproved,0,,Surrey,dvc_97002
218679,109649,2024-05-03,2024-05-24,Debt consolidation,46000,60,11.49,1,Active,0,,Prince George,dvc_86601
218680,100662,2024-11-07,2024-11-27,Debt consolidation,36000,24,11.72,1,Active,0,,Vancouver,dvc_50628
218681,100013,2024-01-07,2024-02-01,Debt consolidation,22000,12,13.87,0,NotApproved,0,,Burnaby,dvc_50304
218682,105779,2023-11-21,2023-12-08,Travel,2000,60,10.0,0,NotApproved,0,,Victoria,dvc_17684
218683,102806,2023-11-02,2023-11-24,Travel,6000,36,11.68,1,Active,0,,Vancouver,app_dvc_102806
218684,100967,2024-12-26,2025-01-15,Debt consolidation,49000,12,14.23,0,NotApproved,0,,Vancouver,dvc_26821
218685,103765,2023-10-02,2023-10-20,Emergency,2000,12,7.49,1,Closed,0,,Richmond,dvc_10143
218686,106474,2024-05-01,2024-05-24,Emergency,4000,24,10.72,1,Active,1,Identity,New Westminster,dvc_90056
218687,102146,2025-02-20,2025-03-10,Emergency,7000,12,11.06,1,Active,0,,North Vancouver,dvc_93816
218688,103625,2024-07-13,2024-08-03,Wedding,4000,48,11.76,1,Active,0,,Vancouver,dvc_33524
218689,105876,2025-02-16,2025-03-06,Emergency,1000,36,10.38,0,NotApproved,0,,Vancouver,dvc_48214
218690,108641,2025-02-01,2025-02-21,Debt consolidation,27000,36,11.01,1,Active,0,,West Vancouver,dvc_72276
218691,106447,2023-10-26,2023-11-15,Debt consolidation,48000,60,10.54,1,Active,0,,Surrey,dvc_18912
218692,100981,2023-08-04,2023-08-28,Debt consolidation,12000,48,11.92,0,NotApproved,0,,Victoria,dvc_36779
218693,107594,2024-08-24,2024-09-17,Car Loan,21000,60,11.57,1,Active,0,,Maple Ridge,dvc_76191
218694,101890,2023-06-17,2023-07-10,Debt consolidation,37000,60,10.72,1,Active,0,,Vancouver,dvc_46235
218695,109686,2024-09-29,2024-10-14,Debt consolidation,20000,24,14.33,1,Active,0,,Victoria,dvc_30660
218696,104752,2024-10-30,2024-11-20,Debt consolidation,28000,60,14.03,1,Active,0,,Vancouver,dvc_51878
218697,101110,2023-08-12,2023-09-02,Car Loan,10000,12,10.74,0,NotApproved,1,Identity,Surrey,dvc_92780
218698,104262,2023-11-04,2023-11-29,Wedding,7000,48,10.28,0,NotApproved,0,,Langley,dvc_13015
218699,109743,2023-06-24,2023-07-19,Debt consolidation,28000,12,11.48,1,Closed,0,,Surrey,dvc_90521
218700,108814,2025-02-17,2025-03-13,Car Loan,6000,12,11.8,1,Active,0,,West Vancouver,dvc_70236
218701,105433,2023-09-16,2023-10-07,Car Loan,10000,36,14.37,1,Active,1,Identity,Surrey,dvc_81903
218702,105470,2025-04-22,2025-05-17,Car Loan,13000,60,14.34,0,NotApproved,1,Document,Nanaimo,dvc_40921
218703,103248,2023-06-03,2023-06-27,Emergency,10000,48,11.25,0,NotApproved,0,,Surrey,dvc_63853
218704,104160,2024-03-04,2024-03-22,Car Loan,17000,12,10.63,0,NotApproved,0,,Coquitlam,dvc_61453
218705,101099,2025-01-20,2025-02-10,Car Loan,18000,24,14.91,1,Active,0,,Surrey,dvc_80540
218706,108053,2024-04-10,2024-04-26,Wedding,21000,60,14.95,1,Active,0,,Chilliwack,dvc_72223
218707,109426,2024-08-13,2024-08-28,Debt consolidation,22000,12,7.2,1,Active,0,,North Vancouver,dvc_39755
218708,101519,2024-07-27,2024-08-11,Car Loan,20000,36,11.34,0,NotApproved,0,,Chilliwack,dvc_87619
218709,108885,2025-03-31,2025-04-16,Wedding,29000,48,15.79,0,NotApproved,0,,Vancouver,dvc_38661
218710,109955,2023-07-24,2023-08-15,Debt consolidation,14000,48,12.1,0,NotApproved,0,,Richmond,dvc_18241
218711,107042,2024-02-18,2024-03-05,Emergency,4000,60,10.07,1,Active,0,,Surrey,dvc_12954
218712,104054,2023-10-20,2023-11-06,Car Loan,24000,48,10.03,1,Active,0,,Nanaimo,dvc_90415
218713,102229,2024-11-10,2024-11-30,Home renovation,6000,36,11.01,1,Active,0,,Vancouver,dvc_17465
218714,107498,2024-12-16,2024-12-31,Debt consolidation,4000,12,11.61,1,Active,1,Location,Nanaimo,dvc_83510
218715,104026,2025-05-06,2025-05-27,Travel,10000,12,13.14,0,NotApproved,0,,Vancouver,dvc_65516
218716,101539,2024-12-15,2025-01-05,Car Loan,20000,24,13.21,0,NotApproved,0,,Surrey,dvc_85551
218717,105370,2024-10-09,2024-10-24,Car Loan,13000,12,11.35,1,Default,0,,Surrey,dvc_87328
218718,105126,2024-07-13,2024-08-04,Wedding,19000,60,11.14,1,Active,0,,North Vancouver,dvc_96862
218719,101760,2024-06-18,2024-07-05,Car Loan,27000,48,10.6,1,Active,0,,Port Coquitlam,dvc_48907
218720,108677,2023-10-24,2023-11-16,Emergency,6000,36,10.49,0,NotApproved,0,,Vancouver,dvc_52712
218721,103539,2025-03-06,2025-03-28,Debt consolidation,45000,60,11.74,1,Active,0,,New Westminster,dvc_77445
218722,109411,2023-11-07,2023-11-27,Debt consolidation,4000,24,10.56,0,NotApproved,0,,Vancouver,dvc_69956
218723,109627,2024-08-15,2024-09-06,Wedding,8000,24,12.38,1,Active,0,,Vancouver,dvc_37971
218724,108760,2025-03-02,2025-03-22,Debt consolidation,38000,60,11.12,0,NotApproved,0,,Langley,dvc_24606
218725,100141,2024-05-31,2024-06-19,Car Loan,17000,48,11.84,0,NotApproved,1,Document,Abbotsford,dvc_55606
218726,104292,2024-06-22,2024-07-17,Debt consolidation,3000,48,12.39,0,NotApproved,0,,Maple Ridge,dvc_43123
218727,104566,2024-02-27,2024-03-21,Car Loan,6000,48,10.08,1,Active,0,,Richmond,dvc_59800
218728,103579,2024-03-01,2024-03-19,Car Loan,25000,12,11.33,0,NotApproved,0,,Richmond,dvc_49714
218729,108774,2024-09-21,2024-10-16,Debt consolidation,41000,24,11.09,0,NotApproved,0,,Vancouver,dvc_66830
218730,104164,2025-04-27,2025-05-22,Home renovation,17000,48,11.08,0,NotApproved,0,,Kelowna,dvc_54311
218731,104831,2024-08-05,2024-08-20,Wedding,3000,24,10.46,0,NotApproved,0,,Vancouver,dvc_44676
218732,104725,2025-03-22,2025-04-10,Debt consolidation,45000,12,11.72,0,NotApproved,1,Document,Vancouver,dvc_39083
218733,108095,2023-09-14,2023-10-03,Debt consolidation,32000,36,11.27,1,Default,0,,Langley,dvc_31658
218734,107620,2025-02-10,2025-02-28,Emergency,6000,12,12.66,1,Active,0,,Surrey,dvc_21052
218735,108019,2023-07-21,2023-08-14,Car Loan,25000,36,12.17,0,NotApproved,0,,Vancouver,dvc_25060
218736,107615,2024-05-04,2024-05-25,Car Loan,15000,60,10.12,1,Active,0,,West Vancouver,dvc_73789
218737,100546,2024-04-26,2024-05-15,Emergency,5000,48,11.0,0,NotApproved,0,,Surrey,dvc_57896
218738,100298,2024-09-26,2024-10-12,Car Loan,26000,48,8.22,1,Active,0,,Port Coquitlam,dvc_90386
218739,103951,2024-03-17,2024-04-11,Debt consolidation,23000,48,13.86,1,Active,0,,Surrey,dvc_77095
218740,101442,2025-04-07,2025-04-27,Debt consolidation,25000,60,11.18,0,NotApproved,0,,Penticton,dvc_13582
218741,101100,2023-07-24,2023-08-09,Wedding,24000,36,10.72,1,Active,0,,Surrey,dvc_21234
218742,104314,2024-08-14,2024-09-02,Debt consolidation,39000,60,10.6,1,Active,1,Location,Coquitlam,dvc_93001
218743,106715,2023-07-29,2023-08-15,Car Loan,25000,12,10.13,1,Closed,0,,Richmond,dvc_95263
218744,105062,2023-09-05,2023-09-25,Emergency,4000,36,14.36,0,NotApproved,0,,Surrey,dvc_16889
218745,102952,2025-01-26,2025-02-16,Debt consolidation,49000,36,10.85,0,NotApproved,0,,Vancouver,dvc_13224
218746,108605,2024-07-04,2024-07-21,Car Loan,13000,24,10.28,1,Active,0,,Port Coquitlam,dvc_18154
218747,102179,2024-01-16,2024-02-01,Debt consolidation,12000,48,10.86,0,NotApproved,0,,New Westminster,dvc_20128
218748,103948,2023-08-16,2023-09-09,Debt consolidation,16000,36,11.07,1,Active,0,,Kelowna,dvc_24710
218749,105080,2023-08-29,2023-09-13,Debt consolidation,2000,36,11.19,0,NotApproved,0,,Burnaby,dvc_65046
218750,108950,2024-06-20,2024-07-14,Debt consolidation,50000,48,11.57,0,NotApproved,0,,Surrey,dvc_61797
218751,103072,2023-11-25,2023-12-13,Emergency,9000,36,15.76,1,Active,0,,Nanaimo,dvc_86006
218752,108547,2023-07-08,2023-07-27,Car Loan,25000,36,13.87,0,NotApproved,0,,Vancouver,dvc_29001
218753,106507,2024-09-08,2024-09-27,Wedding,8000,60,9.35,0,NotApproved,0,,West Vancouver,dvc_15770
218754,107875,2024-07-22,2024-08-08,Car Loan,5000,60,12.24,1,Active,0,,Port Coquitlam,dvc_71083
218755,100467,2024-02-11,2024-03-03,Debt consolidation,36000,36,14.61,1,Active,1,Document,Surrey,dvc_16228
218756,102262,2023-06-16,2023-07-11,Debt consolidation,27000,24,11.0,1,Active,0,,Surrey,dvc_86476
218757,107574,2023-11-20,2023-12-06,Car Loan,19000,60,10.89,1,Active,0,,Surrey,dvc_50445
218758,108675,2025-02-25,2025-03-19,Emergency,1000,24,15.73,0,NotApproved,0,,Surrey,dvc_62413
218759,100616,2025-05-29,2025-06-17,Debt consolidation,29000,12,11.94,0,Pending,0,,Vancouver,dvc_90612
218760,109377,2024-01-10,2024-02-04,Debt consolidation,7000,36,16.26,1,Active,0,,Burnaby,dvc_76304
218761,101139,2025-05-15,2025-06-03,Wedding,13000,24,12.14,1,Pending,0,,Burnaby,dvc_44481
218762,107993,2025-03-03,2025-03-20,Wedding,25000,60,11.9,1,Active,0,,Richmond,dvc_52847
218763,102993,2023-12-11,2024-01-03,Debt consolidation,10000,12,12.32,1,Closed,0,,Burnaby,dvc_95732
218764,102148,2024-03-28,2024-04-20,Car Loan,28000,48,11.56,0,NotApproved,0,,Victoria,dvc_97433
218765,104499,2024-11-26,2024-12-13,Wedding,11000,48,15.32,1,Active,1,Document,Abbotsford,dvc_85799
218766,108154,2024-03-02,2024-03-24,Debt consolidation,39000,36,12.63,0,NotApproved,0,,Maple Ridge,dvc_68446
218767,104638,2023-07-21,2023-08-11,Car Loan,4000,36,13.29,1,Active,0,,Surrey,dvc_83093
218768,103573,2025-04-06,2025-05-01,Debt consolidation,15000,48,11.88,0,NotApproved,0,,Surrey,dvc_75504
218769,102171,2025-04-05,2025-04-21,Debt consolidation,13000,24,15.69,1,Active,0,,Surrey,dvc_33804
218770,100809,2023-09-29,2023-10-17,Car Loan,22000,12,9.0,0,NotApproved,0,,Vancouver,dvc_16713
218771,106316,2024-01-08,2024-01-24,Debt consolidation,38000,24,10.34,1,Active,0,,Richmond,app_dvc_106316
218772,106089,2023-07-27,2023-08-18,Debt consolidation,49000,36,11.63,0,NotApproved,0,,Burnaby,app_dvc_106089
218773,105812,2024-07-18,2024-08-07,Wedding,29000,36,15.64,0,NotApproved,1,Identity,Vancouver,dvc_85676
218774,102019,2024-08-18,2024-09-02,Debt consolidation,27000,36,11.61,0,NotApproved,0,,Vancouver,dvc_63103
218775,106297,2023-12-03,2023-12-28,Home renovation,25000,36,10.35,0,NotApproved,0,,Richmond,dvc_46908
218776,103368,2025-03-22,2025-04-15,Debt consolidation,25000,12,10.59,0,NotApproved,0,,Langley,dvc_61826
218777,103887,2024-07-05,2024-07-30,Debt consolidation,26000,36,11.78,0,NotApproved,0,,Richmond,dvc_11597
218778,101353,2025-05-22,2025-06-16,Debt consolidation,35000,12,11.26,1,Pending,0,,Vancouver,dvc_80611
218779,106853,2024-09-15,2024-09-30,Debt consolidation,19000,24,11.86,0,NotApproved,0,,Prince George,dvc_60190
218780,106670,2024-06-21,2024-07-14,Emergency,10000,36,11.46,0,NotApproved,1,Identity,Abbotsford,dvc_71139
218781,107668,2024-01-27,2024-02-11,Wedding,23000,60,11.72,0,NotApproved,0,,Surrey,dvc_16905
218782,101334,2024-04-04,2024-04-19,Car Loan,8000,24,11.14,0,NotApproved,0,,Maple Ridge,dvc_37619
218783,109254,2024-09-21,2024-10-16,Debt consolidation,50000,24,11.22,0,NotApproved,0,,Victoria,dvc_43858
218784,106024,2023-07-12,2023-08-02,Medical expenses,15000,48,10.8,1,Active,0,,Chilliwack,dvc_12349
218785,103155,2024-07-27,2024-08-11,Wedding,10000,24,13.46,1,Active,1,Document,Chilliwack,dvc_70266
218786,101337,2024-11-21,2024-12-06,Debt consolidation,37000,60,14.55,0,NotApproved,0,,Maple Ridge,dvc_97680
218787,109689,2025-04-21,2025-05-11,Debt consolidation,17000,48,10.54,0,NotApproved,0,,Coquitlam,dvc_17064
218788,106290,2023-08-24,2023-09-08,Home renovation,8000,36,10.8,1,Active,0,,Abbotsford,dvc_64338
218789,103021,2024-08-24,2024-09-08,Car Loan,22000,24,14.04,0,NotApproved,0,,Langford,dvc_13952
218790,103379,2024-05-29,2024-06-23,Medical expenses,1000,24,12.3,0,NotApproved,0,,Langley,dvc_41061
218791,101828,2025-05-26,2025-06-12,Travel,5000,24,11.29,1,Pending,1,Identity,Surrey,dvc_20719
218792,101467,2025-05-11,2025-06-01,Debt consolidation,3000,48,13.86,1,Pending,0,,Surrey,app_dvc_101467
218793,100356,2023-12-20,2024-01-13,Wedding,28000,12,11.54,0,NotApproved,0,,Kamloops,dvc_82182
218794,104591,2024-10-18,2024-11-06,Wedding,3000,36,10.71,1,Active,0,,Vancouver,dvc_30977
218795,104573,2023-06-22,2023-07-10,Car Loan,17000,12,11.98,1,Closed,0,,Kelowna,dvc_22730
218796,108815,2023-06-24,2023-07-12,Debt consolidation,45000,36,11.71,1,Active,0,,New Westminster,dvc_27069
218797,104034,2024-02-16,2024-03-03,Car Loan,2000,60,11.25,1,Active,0,,Surrey,dvc_25066
218798,105795,2024-04-21,2024-05-09,Travel,2000,24,10.79,0,NotApproved,0,,Prince George,dvc_81408
218799,104695,2023-12-18,2024-01-04,Debt consolidation,37000,48,10.21,0,NotApproved,0,,Richmond,dvc_44861
218800,100908,2023-11-01,2023-11-18,Wedding,24000,12,11.38,1,Closed,0,,Burnaby,dvc_68029
218801,109065,2024-02-13,2024-03-04,Car Loan,3000,48,15.76,1,Active,0,,Vancouver,dvc_35986
218802,104054,2025-04-18,2025-05-08,Wedding,23000,36,11.09,0,NotApproved,0,,Nanaimo,dvc_90415
218803,101800,2025-01-12,2025-02-03,Debt consolidation,46000,24,14.72,0,NotApproved,0,,Surrey,dvc_78156
218804,102586,2023-07-15,2023-07-30,Debt consolidation,8000,48,11.74,1,Active,0,,Nanaimo,dvc_43702
218805,103039,2023-09-15,2023-10-06,Car Loan,16000,24,11.38,0,NotApproved,0,,Burnaby,dvc_40609
218806,105749,2023-11-04,2023-11-24,Car Loan,23000,36,15.77,0,NotApproved,0,,Port Coquitlam,dvc_42443
218807,100883,2024-07-27,2024-08-11,Car Loan,6000,48,12.57,0,NotApproved,0,,Vancouver,app_dvc_100883
218808,106217,2025-02-22,2025-03-18,Debt consolidation,22000,24,10.76,0,NotApproved,0,,Vancouver,dvc_10955
218809,104203,2024-12-20,2025-01-08,Debt consolidation,6000,60,12.43,1,Active,0,,Surrey,dvc_10529
218810,104336,2024-02-10,2024-03-06,Car Loan,14000,12,11.47,0,NotApproved,0,,Prince George,dvc_53071
218811,105053,2025-05-16,2025-05-31,Debt consolidation,14000,12,11.08,1,Default,0,,Vancouver,dvc_33678
218812,106410,2025-01-07,2025-01-31,Debt consolidation,1000,36,11.05,0,NotApproved,0,,Surrey,dvc_37244
218813,106254,2024-10-26,2024-11-14,Debt consolidation,29000,60,12.15,1,Active,0,,Kelowna,dvc_12047
218814,103757,2025-05-07,2025-06-01,Car Loan,20000,60,14.27,0,Pending,0,,Abbotsford,dvc_97476
218815,107004,2025-04-11,2025-05-04,Car Loan,23000,48,10.7,0,NotApproved,0,,Vancouver,dvc_12727
218816,108344,2023-07-17,2023-08-10,Debt consolidation,30000,12,11.27,0,NotApproved,0,,Chilliwack,dvc_48640
218817,106088,2023-11-29,2023-12-19,Debt consolidation,15000,48,11.33,0,NotApproved,0,,Vancouver,dvc_60157
218818,102898,2024-06-16,2024-07-05,Car Loan,14000,24,10.68,1,Active,0,,Richmond,dvc_35467
218819,105845,2023-07-25,2023-08-16,Car Loan,2000,48,15.16,0,NotApproved,0,,Abbotsford,dvc_36931
218820,104947,2025-02-13,2025-03-09,Debt consolidation,8000,24,10.84,0,NotApproved,0,,Nanaimo,dvc_10510
218821,102168,2024-08-09,2024-08-26,Debt consolidation,30000,36,10.08,1,Active,0,,Port Coquitlam,dvc_73187
218822,105451,2025-05-01,2025-05-26,Debt consolidation,24000,12,14.52,0,NotApproved,0,,Coquitlam,dvc_56590
218823,104631,2024-09-14,2024-10-09,Car Loan,7000,60,11.83,1,Active,0,,Abbotsford,dvc_91704
218824,106559,2024-11-26,2024-12-17,Debt consolidation,20000,12,13.41,0,NotApproved,0,,Burnaby,dvc_40074
218825,104427,2025-03-08,2025-03-27,Debt consolidation,8000,24,10.41,0,NotApproved,0,,Langley,dvc_10766
218826,108741,2025-01-13,2025-02-01,Emergency,10000,36,11.58,1,Active,0,,Langley,dvc_34741
218827,109637,2025-02-15,2025-03-12,Car Loan,15000,60,10.36,1,Active,0,,Richmond,dvc_47830
218828,102484,2023-06-26,2023-07-19,Debt consolidation,39000,48,11.26,1,Active,0,,Abbotsford,dvc_83420
218829,106568,2024-02-22,2024-03-18,Car Loan,17000,24,10.72,1,Active,0,,Vancouver,dvc_25929
218830,107456,2023-07-23,2023-08-10,Wedding,18000,24,13.2,1,Active,0,,Vancouver,dvc_60007
218831,100858,2024-04-17,2024-05-10,Car Loan,23000,24,12.36,0,NotApproved,0,,New Westminster,dvc_45738
218832,101842,2024-09-05,2024-09-23,Debt consolidation,49000,48,11.79,0,NotApproved,0,,Kelowna,dvc_68191
218833,106143,2024-12-24,2025-01-08,Wedding,16000,48,12.26,1,Active,1,Identity,Vancouver,dvc_83874
218834,102785,2024-09-16,2024-10-04,Wedding,4000,24,7.31,1,Active,0,,Vancouver,dvc_15200
218835,102266,2025-05-20,2025-06-07,Emergency,2000,36,15.48,0,Pending,1,Location,Kelowna,dvc_24089
218836,104682,2023-07-31,2023-08-21,Debt consolidation,9000,60,11.84,0,NotApproved,0,,Vancouver,dvc_24143
218837,100247,2025-04-18,2025-05-04,Car Loan,17000,12,11.97,1,Active,1,Document,Richmond,dvc_27952
218838,107469,2024-07-31,2024-08-25,Home renovation,31000,12,11.59,0,NotApproved,1,Location,Chilliwack,dvc_56684
218839,100053,2024-06-04,2024-06-28,Emergency,8000,12,10.58,1,Active,0,,Abbotsford,dvc_19642
218840,107906,2023-09-07,2023-09-24,Wedding,7000,12,14.14,1,Closed,0,,Richmond,dvc_42450
218841,101120,2023-12-26,2024-01-15,Debt consolidation,43000,48,13.59,0,NotApproved,1,Identity,Penticton,dvc_72165
218842,101197,2024-12-11,2024-12-27,Debt consolidation,32000,48,11.82,0,NotApproved,0,,Vancouver,dvc_15091
218843,109106,2023-07-01,2023-07-25,Wedding,26000,24,8.03,1,Active,1,Location,White Rock,app_dvc_109106
218844,101889,2023-08-18,2023-09-03,Medical expenses,29000,12,10.87,0,NotApproved,0,,Burnaby,dvc_44598
218845,103697,2023-06-26,2023-07-18,Car Loan,11000,48,10.7,1,Active,0,,Vancouver,dvc_10850
218846,108104,2024-06-18,2024-07-08,Wedding,16000,12,10.3,1,Active,0,,Prince George,dvc_18733
218847,107237,2024-06-27,2024-07-18,Debt consolidation,19000,36,10.59,1,Active,0,,Vancouver,dvc_34940
218848,108091,2023-11-20,2023-12-09,Debt consolidation,18000,48,10.12,1,Default,0,,Kelowna,dvc_53598
218849,103321,2024-10-16,2024-11-10,Debt consolidation,28000,24,8.73,0,NotApproved,0,,Kelowna,dvc_18668
218850,102913,2024-02-26,2024-03-15,Car Loan,2000,48,10.71,0,NotApproved,0,,Vancouver,dvc_64256
218851,105003,2024-04-29,2024-05-24,Debt consolidation,35000,36,13.31,0,NotApproved,0,,Vancouver,dvc_47162
218852,107522,2024-06-03,2024-06-19,Car Loan,11000,12,10.79,1,Active,0,,New Westminster,dvc_35064
218853,109797,2024-01-20,2024-02-10,Debt consolidation,27000,48,10.49,0,NotApproved,0,,Abbotsford,dvc_44340
218854,108150,2025-01-26,2025-02-12,Debt consolidation,15000,48,11.6,1,Active,0,,Abbotsford,dvc_93051
218855,100795,2025-03-20,2025-04-13,Car Loan,5000,60,9.19,1,Active,0,,Vancouver,dvc_91978
218856,100974,2025-04-09,2025-04-28,Wedding,1000,36,11.22,0,NotApproved,0,,Surrey,dvc_17605
218857,102010,2023-11-22,2023-12-15,Medical expenses,4000,36,16.47,1,Active,0,,Maple Ridge,dvc_11394
218858,102099,2023-06-15,2023-07-02,Debt consolidation,11000,24,15.08,0,NotApproved,0,,Surrey,dvc_38395
218859,108503,2025-05-22,2025-06-09,Wedding,6000,24,11.76,1,Pending,0,,Vancouver,dvc_71512
218860,104197,2023-07-11,2023-08-03,Car Loan,30000,12,12.6,1,Closed,0,,Vancouver,dvc_99104
218861,109780,2023-06-19,2023-07-14,Car Loan,8000,12,14.31,1,Closed,0,,Surrey,dvc_77157
218862,100424,2025-01-19,2025-02-05,Car Loan,28000,60,15.28,0,NotApproved,0,,Vancouver,dvc_46132
218863,105517,2025-01-26,2025-02-14,Debt consolidation,46000,24,11.05,0,NotApproved,0,,Kamloops,dvc_25178
218864,104790,2025-02-18,2025-03-08,Debt consolidation,41000,12,10.19,1,Active,0,,Vancouver,dvc_35692
218865,102882,2023-10-29,2023-11-13,Debt consolidation,34000,12,14.92,1,Closed,0,,Surrey,dvc_34448
218866,108413,2024-07-17,2024-08-09,Car Loan,4000,36,10.97,0,NotApproved,0,,Prince George,dvc_79115
218867,108270,2024-09-13,2024-10-01,Medical expenses,4000,60,12.18,0,NotApproved,0,,Kelowna,dvc_91278
218868,102583,2025-03-28,2025-04-18,Debt consolidation,40000,60,15.16,1,Active,0,,Vancouver,dvc_74537
218869,108782,2024-03-19,2024-04-06,Wedding,14000,48,11.7,1,Active,0,,Surrey,dvc_84162
218870,109038,2024-11-09,2024-12-03,Medical expenses,16000,48,10.55,1,Active,0,,Abbotsford,dvc_73408
218871,101134,2024-11-10,2024-11-27,Debt consolidation,21000,12,15.85,1,Active,0,,Kelowna,dvc_94465
218872,109783,2024-12-23,2025-01-11,Debt consolidation,39000,24,11.56,1,Active,0,,Kelowna,dvc_80756
218873,108538,2023-06-13,2023-07-04,Debt consolidation,34000,24,11.74,0,NotApproved,0,,White Rock,dvc_10597
218874,105464,2024-08-01,2024-08-20,Emergency,3000,24,10.75,1,Active,0,,Victoria,dvc_21065
218875,103094,2024-06-07,2024-07-01,Debt consolidation,36000,12,10.71,0,NotApproved,0,,Abbotsford,app_dvc_103094
218876,100230,2023-07-09,2023-07-27,Wedding,25000,12,7.47,0,NotApproved,1,Location,Chilliwack,dvc_85626
218877,108412,2024-03-25,2024-04-12,Home renovation,5000,60,11.23,1,Active,0,,Vancouver,dvc_62373
218878,102287,2025-01-13,2025-02-06,Travel,7000,12,12.0,0,NotApproved,0,,Langley,dvc_65036
218879,102258,2024-03-18,2024-04-11,Home renovation,5000,48,14.15,1,Active,0,,Chilliwack,dvc_77180
218880,102553,2024-11-20,2024-12-08,Emergency,6000,12,11.28,1,Active,0,,Surrey,dvc_92502
218881,105914,2023-09-04,2023-09-23,Car Loan,11000,24,11.09,0,NotApproved,0,,Vancouver,dvc_32401
218882,100300,2024-04-27,2024-05-21,Emergency,4000,48,12.16,1,Active,0,,Burnaby,dvc_63978
218883,108094,2024-11-24,2024-12-11,Debt consolidation,23000,24,11.49,1,Active,0,,Abbotsford,dvc_31475
218884,102326,2024-04-25,2024-05-15,Emergency,5000,12,11.23,1,Closed,0,,Vancouver,dvc_28018
218885,105261,2024-07-29,2024-08-21,Debt consolidation,38000,48,12.0,0,NotApproved,0,,Richmond,dvc_70127
218886,102979,2023-09-14,2023-10-07,Debt consolidation,34000,36,15.69,0,NotApproved,0,,Surrey,dvc_65823
218887,100301,2023-08-27,2023-09-18,Travel,11000,60,10.92,0,NotApproved,0,,Coquitlam,dvc_87633
218888,102357,2024-05-04,2024-05-29,Car Loan,28000,48,11.49,0,NotApproved,1,Location,Nanaimo,dvc_13248
218889,100860,2023-08-29,2023-09-23,Wedding,10000,48,11.55,1,Active,0,,Port Coquitlam,app_dvc_100860
218890,107541,2025-04-25,2025-05-10,Debt consolidation,26000,24,11.94,0,NotApproved,0,,Abbotsford,dvc_65394
218891,105993,2024-09-19,2024-10-05,Debt consolidation,16000,48,11.19,0,NotApproved,0,,West Vancouver,dvc_88591
218892,102619,2025-04-30,2025-05-19,Wedding,13000,60,11.18,0,NotApproved,0,,Surrey,dvc_17389
218893,108001,2024-03-10,2024-03-25,Debt consolidation,39000,12,10.97,0,NotApproved,0,,Surrey,dvc_54401
218894,102953,2024-02-27,2024-03-20,Car Loan,6000,36,10.68,1,Active,0,,Maple Ridge,app_dvc_102953
218895,107523,2023-10-27,2023-11-14,Car Loan,29000,24,13.6,1,Active,0,,Richmond,dvc_59338
218896,108226,2024-02-20,2024-03-14,Debt consolidation,25000,12,11.99,1,Closed,0,,Coquitlam,dvc_63981
218897,103399,2024-05-03,2024-05-25,Car Loan,15000,12,10.91,0,NotApproved,1,Identity,Prince George,dvc_17513
218898,104115,2025-05-12,2025-06-04,Debt consolidation,47000,24,11.98,0,Pending,0,,Coquitlam,dvc_95944
218899,105143,2023-07-13,2023-08-07,Debt consolidation,37000,60,12.15,1,Active,0,,Surrey,dvc_22133
218900,101559,2023-11-30,2023-12-15,Wedding,5000,48,11.88,0,NotApproved,0,,New Westminster,dvc_81152
218901,109531,2023-11-26,2023-12-20,Medical expenses,2000,12,13.61,0,NotApproved,0,,Langford,dvc_70676
218902,103271,2023-08-09,2023-08-31,Car Loan,12000,48,14.11,1,Active,0,,West Vancouver,dvc_52175
218903,109799,2024-08-29,2024-09-14,Car Loan,12000,60,10.69,1,Active,0,,West Vancouver,dvc_72849
